ID,Code,Name,ATS,BEDS,Category,Students,FAX,Phone,Principal,PrincipalsPhone
256,Q209,P.S. 209 Clearview Gardens,25Q209         ,342500010209,Elementary,567,NULL,NULL,NULL,NULL
257,Q540,Queens Academy High School,25Q540         ,342500011540,High school,423,NULL,NULL,NULL,NULL
258,X011,P.S. 011 Highbridge,09X011         ,320900010011,Elementary,709,NULL,NULL,NULL,NULL
259,X126,P.S. 126 Dr Marjorie H Dunbar,09X126         ,320900010126,Elementary,773,NULL,NULL,NULL,NULL
260,X224,P.S. / I.S. 224,07X224         ,320700010224,Junior High-Intermediate-Middle,347,NULL,NULL,NULL,NULL
261,X543,High School for Violin and Dance,09X543         ,320900011543,High school,212,NULL,NULL,NULL,NULL
262,K284,P.S. 284 Lew Wallace,23K284         ,332300010284,K-8,544,NULL,NULL,NULL,NULL
264,M234,P.S. 234 Independence School,02M234         ,310200010234,Elementary,820,NULL,NULL,NULL,NULL
265,M250,M.S. 250 West Side Collaborative Middle School,03M250         ,310300010250,Junior High-Intermediate-Middle,185,NULL,NULL,NULL,NULL
266,Q115,P.S. 115 Glen Oaks,26Q115         ,342600010115,Elementary,489,NULL,NULL,NULL,NULL
267,X019,P.S. 019 Judith K. Weiss,11X019         ,321100010019,K-8,521,NULL,NULL,NULL,NULL
268,X130,P.S. 130 Abram Stevens Hewitt,08X130         ,320800010130,Elementary,543,NULL,NULL,NULL,NULL
269,K198,P.S. 198 Brooklyn,22K198         ,332200010198,Elementary,640,NULL,NULL,NULL,NULL
270,K296,I.S. 296 - The Anna Gonzalez Community School,32K296         ,333200010296,Junior High-Intermediate-Middle,552,NULL,NULL,NULL,NULL
271,K610,Automotive High School,14K610         ,331400011610,High school,982,NULL,NULL,NULL,NULL
272,M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,04M108         ,310400010108,K-8,729,NULL,NULL,NULL,NULL
273,M124,P.S. 124 Yung Wing,02M124         ,310200010124,Elementary,962,NULL,NULL,NULL,NULL
274,M541,Manhattan / Hunter Science High School,03M541         ,310300011541,High school,437,NULL,NULL,NULL,NULL
275,Q201,P.S. 201 The Discovery School for Inquiry and Research,25Q201         ,342500010201,Elementary,446,NULL,NULL,NULL,NULL
276,R042,P.S. 042 Eltingville,31R042         ,353100010042,Elementary,1010,NULL,NULL,NULL,NULL
277,X404,School for Excellence,09X404         ,320900011404,High school,444,NULL,NULL,NULL,NULL
278,K084,P.S. 084 Jose De Diego,14K084         ,331400010084,Elementary,458,NULL,NULL,NULL,NULL
279,K238,P.S. 238 Anne Sullivan,21K238         ,332100010238,K-8,522,NULL,NULL,NULL,NULL
280,K254,P.S. 254 Dag Hammarskjold,22K254         ,332200010254,Elementary,598,NULL,NULL,NULL,NULL
281,M050,P.S. 050 Vito Marcantonio,04M050         ,310400010050,K-8,438,NULL,NULL,NULL,NULL
282,M169,P.S. M169 - Robert F. Kennedy,75M169         ,307500011169,K-12 all grades,278,NULL,NULL,NULL,NULL
283,X048,P.S. 048 Joseph R. Drake,08X048         ,320800010048,Elementary,913,NULL,NULL,NULL,NULL
284,X163,P.S. 163 Arthur A. Schomburg,09X163         ,320900010163,Elementary,651,NULL,NULL,NULL,NULL
285,K013,P.S. 013 Roberto Clemente,19K013         ,331900010013,Elementary,566,NULL,NULL,NULL,NULL
286,K128,P.S. 128 Bensonhurst,21K128         ,332100010128,Elementary,381,NULL,NULL,NULL,NULL
287,K226,P.S. 226 Alfred De B.Mason,21K226         ,332100010226,K-8,795,NULL,NULL,NULL,NULL
288,K545,EBC High School for Public Service - Bushwick,32K545         ,333200011545,High school,710,NULL,NULL,NULL,NULL
289,Q270,The Gordon Parks School,29Q270         ,342900010270,K-8,644,NULL,NULL,NULL,NULL
290,X477,Marble Hill High School for International Studies,10X477         ,321000011477,High school,445,NULL,NULL,NULL,NULL
291,X607,ALC -  Lafayette Academy,88X607         ,NULL,High school,5,NULL,NULL,NULL,NULL
292,K132,P.S. 132 The Conselyea School,14K132         ,331400010132,Elementary,733,NULL,NULL,NULL,NULL
293,K230,P.S. 230 Doris L. Cohen,15K230         ,331500010230,Elementary,1230,NULL,NULL,NULL,NULL
294,M161,P.S. 161 Pedro Albizu Campos,05M161         ,310500010161,K-8,886,NULL,NULL,NULL,NULL
295,M463,High School for Media and Communications,06M463         ,310600011463,High school,620,NULL,NULL,NULL,NULL
296,M519,Talent Unlimited High School,02M519         ,310200011519,High school,419,NULL,NULL,NULL,NULL
297,Q025,I.S. 025 Adrien Block,25Q025         ,342500010025,Junior High-Intermediate-Middle,830,NULL,NULL,NULL,NULL
298,X024,P.S. 024 Spuyten Duyvil,10X024         ,321000010024,Elementary,805,NULL,NULL,NULL,NULL
299,X199,P.S. 199X - The Shakespeare School,09X199         ,320900010199,Elementary,762,NULL,NULL,NULL,NULL
300,K377,P.S. 377 Alejandrina B. De Gautier,32K377         ,333200010377,K-8,805,NULL,NULL,NULL,NULL
301,M475,Stuyvesant High School,02M475         ,310200011475,High school,3277,NULL,NULL,NULL,NULL
302,M605,Humanities Preparatory Academy,02M605         ,310200011605,High school,186,NULL,NULL,NULL,NULL
303,Q053,M.S. 053 Brian Piccolo,27Q053         ,342700010053,Junior High-Intermediate-Middle,547,NULL,NULL,NULL,NULL
304,Q266,P.S. / I.S. 266,26Q266         ,342600010266,K-8,662,NULL,NULL,NULL,NULL
305,X754,J. M. Rapport School Career Development,75X754         ,307500012754,High school,640,NULL,NULL,NULL,NULL
306,K124,P.S. 124 Silas B. Dutcher,15K124         ,331500010124,Elementary,321,NULL,NULL,NULL,NULL
307,M479,Beacon High School,03M479         ,310300011479,High school,1144,NULL,NULL,NULL,NULL
308,Q470,Jamaica High School,28Q470         ,342800011470,High school,1474,NULL,NULL,NULL,NULL
309,Q687,Queens High School for the Sciences at York College,28Q687         ,342800011687,High school,415,NULL,NULL,NULL,NULL
310,X056,P.S. 056 Norwood Heights,10X056         ,321000010056,Elementary,575,NULL,NULL,NULL,NULL
311,X301,M.S. 301 Paul L. Dunbar,08X301         ,320800010301,Junior High-Intermediate-Middle,326,NULL,NULL,NULL,NULL
312,X473,Mott Haven Village Preparatory High School,07X473         ,320700011473,High school,341,NULL,NULL,NULL,NULL
313,X811,P.S. X811,75X811         ,307500012811,Secondary School,642,NULL,NULL,NULL,NULL
314,K136,I.S. 136 Charles O. Dewey,15K136         ,331500010136,Junior High-Intermediate-Middle,496,NULL,NULL,NULL,NULL
315,K234,J.H.S. 234 Arthur W. Cunningham,22K234         ,332200010234,Junior High-Intermediate-Middle,1861,NULL,NULL,NULL,NULL
316,K369,P.S. K369  - Coy L. Cox School,75K369         ,307500013369,K-12 all grades,571,NULL,NULL,NULL,NULL
317,K553,Brooklyn Academy High School,13K553         ,331300011553,High school,217,NULL,NULL,NULL,NULL
318,M165,P.S. 165 Robert E. Simon,03M165         ,310300010165,K-8,688,NULL,NULL,NULL,NULL
319,M467,High School for Law and Public Service,06M467         ,310600011467,High school,678,NULL,NULL,NULL,NULL
320,Q029,P.S. 029 Queens,25Q029         ,342500010029,Elementary,652,NULL,NULL,NULL,NULL
321,X028,P.S. 028 Mount Hope,09X028         ,320900010028,Elementary,764,NULL,NULL,NULL,NULL
322,X313,I.S. 313 School of Leadership Development,09X313         ,320900010313,Junior High-Intermediate-Middle,432,NULL,NULL,NULL,NULL
323,K088,J.H.S. 088 Peter Rouget,15K088         ,331500010088,Junior High-Intermediate-Middle,875,NULL,NULL,NULL,NULL
324,K373,P.S. 373 - Brooklyn Transition Center,75K373         ,307500013373,High school,339,NULL,NULL,NULL,NULL
325,M054,J.H.S. 054 Booker T. Washington,03M054         ,310300010054,Junior High-Intermediate-Middle,814,NULL,NULL,NULL,NULL
326,M586,Harvey Milk High School,02M586         ,310200011586,High school,98,NULL,NULL,NULL,NULL
327,Q033,P.S. 033 Edward M. Funk,29Q033         ,342900010033,Elementary,1041,NULL,NULL,NULL,NULL
328,Q164,P.S. 164 Queens Valley,25Q164         ,342500010164,K-8,634,NULL,NULL,NULL,NULL
329,K017,P.S. 017 Henry D. Woodworth,14K017         ,331400010017,Elementary,390,NULL,NULL,NULL,NULL
330,K361,P.S. 361 East Flatbush Early Childhood School,22K361         ,332200010361,Early Childhood,627,NULL,NULL,NULL,NULL
331,K430,Brooklyn Technical High School,13K430         ,331300011430,High school,4947,NULL,NULL,NULL,NULL
332,K549,Bushwick School for Social Justice,32K549         ,333200011549,High school,420,NULL,NULL,NULL,NULL
333,M515,Lower East Side Preparatory High School,01M515         ,310100011515,High school,551,NULL,NULL,NULL,NULL
334,X020,P.S. 20 P.O.George J. Werdan III,10X020         ,321000010020,K-8,1079,NULL,NULL,NULL,NULL
335,X195,P.S. 195,12X195         ,321200010195,Elementary,460,NULL,NULL,NULL,NULL
336,K130,P.S. 130 The Parkside,15K130         ,331500010130,Elementary,558,NULL,NULL,NULL,NULL
337,M028,P.S. 028 Wright Brothers,06M028         ,310600010028,Elementary,862,NULL,NULL,NULL,NULL
339,M615,Chelsea Career and Technical Education High School,02M615         ,310200011615,High school,610,NULL,NULL,NULL,NULL
340,Q023,P.S. Q023 @ Queens Children Center,75Q023         ,307500014023,K-12 all grades,372,NULL,NULL,NULL,NULL
341,Q178,P.S./ IS 178 Holliswood,26Q178         ,342600010178,K-8,500,NULL,NULL,NULL,NULL
342,R018,P.S. 018 John G. Whittier,31R018         ,353100010018,Elementary,593,NULL,NULL,NULL,NULL
343,X022,J.H.S. 022 Jordan L. Mott,09X022         ,320900010022,Junior High-Intermediate-Middle,678,NULL,NULL,NULL,NULL
344,K375,P.S. 375 Jackie Robinson School,17K375         ,331700010375,Elementary,554,NULL,NULL,NULL,NULL
346,M289,I.S. 289,02M289         ,310200010289,Junior High-Intermediate-Middle,298,NULL,NULL,NULL,NULL
347,Q035,P.S. 035 Nathaniel Woodhull,29Q035         ,342900010035,Elementary,622,NULL,NULL,NULL,NULL
348,Q051,P.S. 051,27Q051         ,342700010051,Early Childhood,250,NULL,NULL,NULL,NULL
349,Q166,P.S. 166 Henry Gradstein,30Q166         ,343000010166,Elementary,1076,NULL,NULL,NULL,NULL
350,R006,P.S. 6 Corporal Allan F. Kivlehan School,31R006         ,353100010006,Elementary,867,NULL,NULL,NULL,NULL
351,X050,P.S. 050 Clara Barton,12X050         ,321200010050,Elementary,573,NULL,NULL,NULL,NULL
352,X339,I.S. 339,09X339         ,320900010339,Junior High-Intermediate-Middle,805,NULL,NULL,NULL,NULL
353,K011,P.S. 011 Purvis J. Behan,13K011         ,331300010011,Elementary,574,NULL,NULL,NULL,NULL
354,K126,John Ericsson Middle School 126,14K126         ,331400010126,Junior High-Intermediate-Middle,420,NULL,NULL,NULL,NULL
355,K543,Science Technology and Research Early College High School at Erasmus,17K543         ,331700011543,Secondary School,491,NULL,NULL,NULL,NULL
356,M020,P.S. 020 Anna Silver,01M020         ,310100010020,Elementary,594,NULL,NULL,NULL,NULL
358,Q059,I.S. 059 Springfield Gardens,29Q059         ,342900010059,Junior High-Intermediate-Middle,828,NULL,NULL,NULL,NULL
359,X475,John F. Kennedy High School,10X475         ,321000011475,High school,1291,NULL,NULL,NULL,NULL
360,K138,P.S. 138 Brooklyn,17K138         ,331700010138,K-8,944,NULL,NULL,NULL,NULL
361,K555,Brooklyn College Academy,22K555         ,332200011555,Secondary School,586,NULL,NULL,NULL,NULL
362,M469,Choir Academy of Harlem,05M469         ,310500011469,Secondary School,417,NULL,NULL,NULL,NULL
363,M580,Richard R. Green High School of Teaching,02M580         ,310200011580,High school,614,NULL,NULL,NULL,NULL
364,Q460,Flushing High School,25Q460         ,342500011460,High school,2745,NULL,NULL,NULL,NULL
365,X046,P.S. 046 Edgar Allan Poe,10X046         ,321000010046,Elementary,1291,NULL,NULL,NULL,NULL
366,X161,P.S. 161 Ponce De Leon,07X161         ,320700010161,Elementary,599,NULL,NULL,NULL,NULL
367,X315,P.S. 315 Lab School,10X315         ,321000010315,K-8,228,NULL,NULL,NULL,NULL
368,K086,P.S. 086 The Irvington,32K086         ,333200010086,Elementary,537,NULL,NULL,NULL,NULL
369,K256,P.S. 256 Benjamin Banneker,13K256         ,331300010256,Elementary,381,NULL,NULL,NULL,NULL
370,K371,P.S. 371 - Lillian L. Rashkis,75K371         ,307500013371,High school,357,NULL,NULL,NULL,NULL
372,K575,Bedford Stuyvesant Preparatory High School,13K575         ,331300011575,High school,112,NULL,NULL,NULL,NULL
373,M052,J.H.S. 052 Inwood,06M052         ,310600010052,Junior High-Intermediate-Middle,828,NULL,NULL,NULL,NULL
374,Q031,P.S. 031 Bayside,26Q031         ,342600010031,Elementary,551,NULL,NULL,NULL,NULL
375,R002,I.S. R002 George L. Egbert,31R002         ,353100010002,Junior High-Intermediate-Middle,919,NULL,NULL,NULL,NULL
376,K015,P.S. 015 Patrick F. Daly,15K015         ,331500010015,Elementary,390,NULL,NULL,NULL,NULL
377,K228,I.S. 228 David A. Boody,21K228         ,332100010228,Junior High-Intermediate-Middle,872,NULL,NULL,NULL,NULL
378,K547,Brooklyn Academy of Science and the Environment,17K547         ,331700011547,High school,446,NULL,NULL,NULL,NULL
380,M040,P.S. 040 Augustus Saint-Gaudens,02M040         ,310200010040,Elementary,582,NULL,NULL,NULL,NULL
381,M199,P.S. 199 Jessie Isador Straus,03M199         ,310300010199,Elementary,735,NULL,NULL,NULL,NULL
382,Q174,P.S. 174 William Sidney Mount,28Q174         ,342800010174,Elementary,614,NULL,NULL,NULL,NULL
383,Q721,John F. Kennedy Jr. School,75Q721         ,307500014721,High school,433,NULL,NULL,NULL,NULL
384,R014,P.S. 014 Cornelius Vanderbilt,31R014         ,353100010014,Elementary,680,NULL,NULL,NULL,NULL
385,X291,P.S. 291,10X291         ,321000010291,Elementary,552,NULL,NULL,NULL,NULL
386,X495,University Heights Secondary School,07X495         ,320700011495,High school,450,NULL,NULL,NULL,NULL
387,K134,P.S. K134,22K134         ,332200010134,Elementary,471,NULL,NULL,NULL,NULL
389,M048,P.S. 048 P.O. Michael J. Buczek,06M048         ,310600010048,Elementary,608,NULL,NULL,NULL,NULL
390,M163,P.S. 163 Alfred E. Smith,03M163         ,310300010163,Elementary,636,NULL,NULL,NULL,NULL
391,M333,P.S. 333 Manhattan School for Children,03M333         ,310300010333,K-8,697,NULL,NULL,NULL,NULL
392,Q440,Forest Hills High School,28Q440         ,342800011440,High school,3858,NULL,NULL,NULL,NULL
393,Q610,Aviation Career & Technical Education High School,24Q610         ,342400011610,High school,2097,NULL,NULL,NULL,NULL
394,R455,Tottenville High School,31R455         ,353100011455,High school,3875,NULL,NULL,NULL,NULL
395,X042,P.S. 042 Claremont,09X042         ,320900010042,Elementary,519,NULL,NULL,NULL,NULL
396,K220,J.H.S. 220 John J. Pershing,20K220         ,332000010220,Junior High-Intermediate-Middle,1290,NULL,NULL,NULL,NULL
397,M191,P.S. 191 Amsterdam,03M191         ,310300010191,Elementary,481,NULL,NULL,NULL,NULL
398,Q055,P.S. 055 Maure,28Q055         ,342800010055,Elementary,734,NULL,NULL,NULL,NULL
399,Q268,PS/IS 268,29Q268         ,342900010268,K-8,565,NULL,NULL,NULL,NULL
400,K223,J.H.S. 223 The Montauk,20K223         ,332000010223,Junior High-Intermediate-Middle,596,NULL,NULL,NULL,NULL
401,M721,P.S. M721 - Manhattan Occupational Training Center,75M721         ,307500011721,High school,252,NULL,NULL,NULL,NULL
402,Q038,P.S. 038 Rosedale,29Q038         ,342900010038,Elementary,259,NULL,NULL,NULL,NULL
403,Q054,P.S. 054 Hillside,28Q054         ,342800010054,Elementary,571,NULL,NULL,NULL,NULL
404,X057,P.S. 057 Crescent,12X057         ,321200010057,Elementary,479,NULL,NULL,NULL,NULL
405,X600,Alfred E. Smith Career and Technical Education High School,07X600         ,320700011600,High school,1096,NULL,NULL,NULL,NULL
406,K081,P.S. 081 Thaddeus Stevens,16K081         ,331600010081,Elementary,447,NULL,NULL,NULL,NULL
407,K137,P.S./I.S. 137 Rachel Jean Mitchell,23K137         ,332300010137,K-8,365,NULL,NULL,NULL,NULL
408,K235,P.S. 235 Lenox School,18K235         ,331800010235,K-8,1383,NULL,NULL,NULL,NULL
409,K251,P.S. 251 Paerdegat,22K251         ,332200010251,Elementary,661,NULL,NULL,NULL,NULL
410,K439,Brooklyn International High School,13K439         ,331300011439,High school,414,NULL,NULL,NULL,NULL
411,M260,M.S. 260 Clinton School Writers & Artists,02M260         ,310200010260,Junior High-Intermediate-Middle,269,NULL,NULL,NULL,NULL
412,Q026,P.S. 026 Rufus King,26Q026         ,342600010026,Elementary,612,NULL,NULL,NULL,NULL
413,X029,P.S./M.S. 029 Melrose School,07X029         ,320700010029,K-8,755,NULL,NULL,NULL,NULL
414,X045,Thomas C. Giordano Middle School 45,10X045         ,321000010045,Junior High-Intermediate-Middle,1016,NULL,NULL,NULL,NULL
415,X310,P.S. 310 Marble Hill,10X310         ,321000010310,Elementary,695,NULL,NULL,NULL,NULL
416,K089,P.S. 089 Cypress Hills,19K089         ,331900010089,K-8,274,NULL,NULL,NULL,NULL
417,K259,J.H.S. 259 William Mckinley,20K259         ,332000010259,Junior High-Intermediate-Middle,1413,NULL,NULL,NULL,NULL
418,K370,P.S. 370,75K370         ,307500013370,K-12 all grades,249,NULL,NULL,NULL,NULL
419,Q030,P.S. 030 Queens,28Q030         ,342800010030,Elementary,578,NULL,NULL,NULL,NULL
420,Q165,P.S. 165 Edith K. Bergtraum,25Q165         ,342500010165,Elementary,598,NULL,NULL,NULL,NULL
421,X318,I.S. X318 Math Science & Technology Through Arts,12X318         ,321200010318,Junior High-Intermediate-Middle,379,NULL,NULL,NULL,NULL
422,K014,J.H.S. 014 Shell Bank,22K014         ,332200010014,Junior High-Intermediate-Middle,709,NULL,NULL,NULL,NULL
423,K546,High School for Public Service: Heroes  of Tomorrow,17K546         ,331700011546,High school,387,NULL,NULL,NULL,NULL
424,K660,W. H. Maxwell Career and Technical Education High School,19K660         ,331900011660,High school,963,NULL,NULL,NULL,NULL
425,M198,P.S. 198 Isador E. Ida Straus,02M198         ,310200010198,Elementary,542,NULL,NULL,NULL,NULL
426,M610,Young Womens Leadership School,04M610         ,310400011610,Secondary School,437,NULL,NULL,NULL,NULL
427,Q177,P.S. Q177,75Q177         ,307500014177,K-12 all grades,490,NULL,NULL,NULL,NULL
428,X021,P.S. 021 Philip H. Sheridan,11X021         ,321100010021,Elementary,928,NULL,NULL,NULL,NULL
429,X306,P.S. 306,10X306         ,321000010306,Elementary,723,NULL,NULL,NULL,NULL
430,K133,P.S. 133 William A. Butler,13K133         ,331300010133,Elementary,280,NULL,NULL,NULL,NULL
431,K231,P.S. K231,75K231         ,307500013231,K-8,271,NULL,NULL,NULL,NULL
432,M047,47 The American Sign Language and English Secondary School,02M047         ,310200010047,Secondary School,157,NULL,NULL,NULL,NULL
433,M312,New York City Lab Middle School for Collaborative Studies,02M312         ,310200010312,Junior High-Intermediate-Middle,562,NULL,NULL,NULL,NULL
434,M460,Washington Irving High School,02M460         ,310200011460,High school,1478,NULL,NULL,NULL,NULL
435,R450,Curtis High School,31R450         ,353100011450,High school,2654,NULL,NULL,NULL,NULL
436,X025,P.S. 025 Bilingual School,07X025         ,320700010025,Elementary,361,NULL,NULL,NULL,NULL
437,X041,P.S. 041 Gun Hill Road,11X041         ,321100010041,Elementary,893,NULL,NULL,NULL,NULL
438,K121,P.S. 121 Nelson A. Rockefeller,21K121         ,332100010121,K-8,250,NULL,NULL,NULL,NULL
439,M059,P.S. 059 Beekman Hill International,02M059         ,310200010059,Elementary,480,NULL,NULL,NULL,NULL
440,Q034,P.S. 034 John Harvard,29Q034         ,342900010034,Elementary,529,NULL,NULL,NULL,NULL
441,Q050,P.S. 050 Talfourd Lawn Elementary School,28Q050         ,342800010050,Elementary,919,NULL,NULL,NULL,NULL
442,Q680,Queens Gateway to Health Sciences Secondary School,28Q680         ,342800011680,Secondary School,640,NULL,NULL,NULL,NULL
443,X168,P.S. 168,75X168         ,307500012168,K-12 all grades,393,NULL,NULL,NULL,NULL
444,K010,Magnet School of Math Science and Design Technology,15K010         ,331500010010,Elementary,725,NULL,NULL,NULL,NULL
445,K227,J.H.S. 227 Edward B. Shallow,20K227         ,332000010227,Junior High-Intermediate-Middle,1367,NULL,NULL,NULL,NULL
446,M194,P.S. 194 Countee Cullen,05M194         ,310500010194,Elementary,282,NULL,NULL,NULL,NULL
447,Q058,P.S. 58 - School of Heroes,24Q058         ,342400010058,Elementary,964,NULL,NULL,NULL,NULL
448,Q173,P.S. 173 Fresh Meadows,26Q173         ,342600010173,Elementary,800,NULL,NULL,NULL,NULL
449,Q475,Richmond Hill High School,27Q475         ,342700011475,High school,3174,NULL,NULL,NULL,NULL
450,R013,P.S. 013 M. L. Lindemeyer,31R013         ,353100010013,Elementary,762,NULL,NULL,NULL,NULL
451,X302,M.S. 302 Luisa Dessus Cruz,08X302         ,320800010302,Junior High-Intermediate-Middle,781,NULL,NULL,NULL,NULL
452,O490,Phoenix Academy,79X490         ,NULL,High school,145,NULL,NULL,NULL,NULL
453,K239,Mark Twain I.S. 239 for the Gifted & Talented,21K239         ,332100010239,Junior High-Intermediate-Middle,1280,NULL,NULL,NULL,NULL
454,K554,All City Leadership Secondary School,32K554         ,333200011554,Secondary School,251,NULL,NULL,NULL,NULL
455,M051,P.S. 051 Elias Howe,02M051         ,310200010051,Elementary,324,NULL,NULL,NULL,NULL
456,M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,03M166         ,310300010166,Elementary,609,NULL,NULL,NULL,NULL
457,M468,High School for Health Careers and Sciences,06M468         ,310600011468,High school,658,NULL,NULL,NULL,NULL
458,Q161,P.S. 161 Arthur Ashe School,28Q161         ,342800010161,Elementary,810,NULL,NULL,NULL,NULL
459,R001,P.S. 001 Tottenville,31R001         ,353100010001,Elementary,538,NULL,NULL,NULL,NULL
460,X049,P.S. 049 Willis Avenue,07X049         ,320700010049,Elementary,652,NULL,NULL,NULL,NULL
461,K257,P.S. 257 John F. Hylan,14K257         ,331400010257,Elementary,564,NULL,NULL,NULL,NULL
462,K670,Benjamin Banneker Academy,13K670         ,331300011670,High school,829,NULL,NULL,NULL,NULL
463,Q163,P.S. 163 Flushing Heights,25Q163         ,342500010163,Elementary,545,NULL,NULL,NULL,NULL
465,R003,P.S. 003 The Margaret Gioiosa School,31R003         ,353100010003,Elementary,922,NULL,NULL,NULL,NULL
466,X162,J.H.S. 162 Lola Rodriguez De Tio,07X162         ,320700010162,Junior High-Intermediate-Middle,835,NULL,NULL,NULL,NULL
467,K012,Dr. Jacqueline Peek-Davis School,17K012         ,331700010012,Elementary,291,NULL,NULL,NULL,NULL
468,K544,International Arts Business School,17K544         ,331700011544,High school,476,NULL,NULL,NULL,NULL
469,M041,P.S. 041 Greenwich Village,02M041         ,310200010041,Elementary,754,NULL,NULL,NULL,NULL
470,Q175,P.S. 175 The Lynn Gross Discovery School,28Q175         ,342800010175,Elementary,705,NULL,NULL,NULL,NULL
471,X190,E.S.M.T- I.S. 190,12X190         ,321200010190,Junior High-Intermediate-Middle,241,NULL,NULL,NULL,NULL
472,X304,P.S. 304 Early Childhood School,08X304         ,320800010304,Elementary,542,NULL,NULL,NULL,NULL
473,X721,P.S. X721 - Stephen McSweeney School,75X721         ,307500012721,Secondary School,531,NULL,NULL,NULL,NULL
474,K135,P.S. 135 Sheldon A. Brookner,18K135         ,331800010135,Elementary,769,NULL,NULL,NULL,NULL
475,K233,P.S. 233 Langston Hughes,18K233         ,331800010233,Elementary,714,NULL,NULL,NULL,NULL
476,K364,I.S. 364 Gateway,19K364         ,331900010364,Junior High-Intermediate-Middle,399,NULL,NULL,NULL,NULL
477,M462,The College Academy,06M462         ,310600011462,High school,666,NULL,NULL,NULL,NULL
479,K123,P.S. 123 Suydam,32K123         ,333200010123,Elementary,899,NULL,NULL,NULL,NULL
480,K221,P.S. 221 Toussaint LOuverture,17K221         ,331700010221,Elementary,636,NULL,NULL,NULL,NULL
481,K376,P.S. 376,32K376         ,333200010376,Elementary,610,NULL,NULL,NULL,NULL
482,K409,East New York Family Academy,19K409         ,331900011409,Secondary School,448,NULL,NULL,NULL,NULL
483,K425,James Madison High School,22K425         ,332200011425,High school,3287,NULL,NULL,NULL,NULL
484,Q036,P.S. 036 Saint Albans School,29Q036         ,342900010036,Elementary,470,NULL,NULL,NULL,NULL
485,Q052,P.S. 052 Queens,29Q052         ,342900010052,Elementary,557,NULL,NULL,NULL,NULL
486,X055,P.S. 055 Benjamin Franklin,09X055         ,320900010055,Elementary,709,NULL,NULL,NULL,NULL
487,K127,P.S. 127 Mckinley Park,20K127         ,332000010127,Elementary,426,NULL,NULL,NULL,NULL
488,K225,P.S. K225 - The Eileen E. Zaglin,21K225         ,332100010225,K-8,910,NULL,NULL,NULL,NULL
489,K429,Brooklyn School for Global Studies,15K429         ,331500011429,Secondary School,493,NULL,NULL,NULL,NULL
490,K540,John Dewey High School,21K540         ,332100011540,High school,2756,NULL,NULL,NULL,NULL
491,M192,P.S. 192 Jacob H. Schiff,06M192         ,310600010192,Elementary,380,NULL,NULL,NULL,NULL
492,M290,P.S. 290 Manhattan New School,02M290         ,310200010290,Elementary,644,NULL,NULL,NULL,NULL
493,Q171,P.S. 171 Peter G. Van Alst,30Q171         ,343000010171,Elementary,650,NULL,NULL,NULL,NULL
494,R011,P.S. 11 Thomas Dongan School,31R011         ,353100010011,Elementary,288,NULL,NULL,NULL,NULL
495,X059,P.S. 059 The Community School of Technology,10X059         ,321000010059,Elementary,558,NULL,NULL,NULL,NULL
496,K139,P.S. 139 Alexine A. Fenty,22K139         ,332200010139,Elementary,1096,NULL,NULL,NULL,NULL
497,K155,P.S./ I.S. 155 Nicholas Herkimer,23K155         ,332300010155,K-8,573,NULL,NULL,NULL,NULL
498,K171,I.S. 171 Abraham Lincoln,19K171         ,331900010171,Junior High-Intermediate-Middle,839,NULL,NULL,NULL,NULL
499,K253,P.S. 253,21K253         ,332100010253,Elementary,663,NULL,NULL,NULL,NULL
500,K368,P.S. 368,75K368         ,307500013368,K-12 all grades,272,NULL,NULL,NULL,NULL
501,K384,P.S. /I.S. 384 Frances E. Carter,32K384         ,333200010384,K-8,720,NULL,NULL,NULL,NULL
502,K552,Academy of Urban Planning,32K552         ,333200011552,High school,469,NULL,NULL,NULL,NULL
503,M180,P.S. 180 Hugo Newman,03M180         ,310300010180,K-8,616,NULL,NULL,NULL,NULL
504,M751,Manhattan School for Career Development,75M751         ,307500011751,High school,246,NULL,NULL,NULL,NULL
505,Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,24Q028         ,342400010028,Early Childhood,510,NULL,NULL,NULL,NULL
506,Q060,P.S. 060 Woodhaven,27Q060         ,342700010060,Elementary,1212,NULL,NULL,NULL,NULL
507,Q445,William Cullen Bryant High School,30Q445         ,343000011445,High school,3096,NULL,NULL,NULL,NULL
508,X047,P.S. 047 John Randolph,12X047         ,321200010047,Elementary,1112,NULL,NULL,NULL,NULL
509,X119,P.S. 119,08X119         ,320800010119,Elementary,955,NULL,NULL,NULL,NULL
510,X217,School of Performing Arts,12X217         ,321200010217,Junior High-Intermediate-Middle,352,NULL,NULL,NULL,NULL
511,K004,P.S. K004,75K004         ,307500013004,K-8,332,NULL,NULL,NULL,NULL
512,K020,P.S. 020 Clinton Hill,13K020         ,331300010020,Elementary,366,NULL,NULL,NULL,NULL
513,K179,P.S. 179 Kensington,20K179         ,332000010179,Elementary,891,NULL,NULL,NULL,NULL
514,K277,P.S. 277 Gerritsen Beach,22K277         ,332200010277,Elementary,464,NULL,NULL,NULL,NULL
515,K372,P.S. 372 -The Childrens School,75K372         ,307500013372,Elementary,181,NULL,NULL,NULL,NULL
